SRR1542404,SRR1542405,SRR1542406,SRR1542407,SRR1542408,SRR1542409,SRR1542410,SRR1542411,SRR1542412,SRR1542413,SRR1542414,SRR1542415,SRR1542416,SRR1542417
TraesCS7A02G024900,1.55824455734853,2.15005289411337,2.2205147086285,2.25142419082568,0.451814591824819,0.80922705934011,0.44324754820373,0.210508774808143,0.0900010027905763,0.0515647149466853,0.408769033877461,0.546877089687325,0.137912107446782,0.333794569208911
TraesCS7A02G087800,0,0,0.0551417215132196,0,0,0,0,0,0,0,0,0,0,0
TraesCS7A02G281700,0,0.0725484554467724,0.0806895631367449,0,0,0,0,0,0.0637742954784377,0.0730770383730802,0,0,0.0977238832641767,0
TraesCS7A02G461400,0,0,0,0,0,0,0,0,0,0,0,0.160594662306095,0.242993704519612,0
TraesCS1B02G049500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS1B02G041700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2B02G301500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G009500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G084400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3B02G011600,0,0,0,0,0,0.0415366356958173,0,0,0,0,0,0,0,0
TraesCS4B02G086600,0,0,0,0,0.077020971901041,0.0643762862152297,0,0,0,0,0,0,0,0
TraesCS4B02G351700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4B02G351800,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415935721263085
TraesCS6B02G015700,0,0,0.0557406540423277,0,0,0,0,0,0,0,0,0,0,0
TraesCS6B02G654200_M,0.777253879924448,0.860047942072071,0.453106990903919,1.01491508170026,0.913169508582126,0.572439494690819,0.587904530907236,0.279209807266784,1.47227278077037,1.73262838136096,0.843381324747392,0.604461923853224,1.64628632120253,2.00704627304058
TraesCS7B02G007300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G120500,0.163942775886947,0.157536934361656,0.116810080777625,0.181137523044204,0.198629957125674,0.166020483190869,0.113670463803384,0,0.0461613641019951,0.105789824898207,0.139771303440143,0.140246173227857,0.0707348897071506,0.136962141903019
TraesCS7B02G379400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7B02G611500_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2D02G548100,3.25921959983851,3.51430958911516,2.94299998021332,3.1375529379867,0.104258973911445,0,1.78993633563752,1.10510819176461,0.981301256232735,1.08279740729145,0.110046940223482,0,0.0556921055161437,0.269587967485333
TraesCS2D02G555400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS2D02G667500_M,0.280053169293054,0.159472872111108,0,0.103141959406219,0.100535439128893,0.042015168365124,0,0.163944621855189,0,0,0,0,0,0
TraesCS2D02G740900_M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS3D02G488300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS4D02G164600,9.71425687594517,9.50287800008865,10.6627875194409,12.2560553335091,16.6471051065967,18.6998640479605,4.91503903390916,4.84144603835786,35.8538624239591,36.4248635254009,14.1017866462319,12.8021069379295,35.6828726120507,49.3513039870477
TraesCS4D02G346500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS5D02G032500,2.63187062873321,3.28774401139174,3.3753987288287,3.05330350963306,3.29501534236329,3.90899710158542,0.729927752949382,0.866650010781391,0.815161335871773,1.18881476797912,1.79506531482688,0.450291001983717,0.340664742877069,1.31924070422542
TraesCS5D02G482100,0.15057601297491,0.192923279431975,0.32185857797542,0.12477661430606,0.0608116802535745,0,0.104402558392237,0.396666011903287,0,0.145746678622826,0.128375315633525,0.128811467814854,0.0649676547972296,0
TraesCS6D02G009900,0.373139681462135,0.514855032384215,0.531727928810792,0.380562043632722,0.788257672574894,0.697603603120826,0.4776333835054,0.151226282433905,0.484915073483764,0.703822740462514,0.391537891464631,0.196434066221377,0.445832763924666,0.575502985212047
TraesCS6D02G044200,0,0,0,0,0,0,0,0,0,0,0.186456050540596,0,0,0
TraesCS7D02G104500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G016700,5.14468044330944,5.28567318255056,3.5964490998092,4.23638840395521,6.74282970358817,7.66737185712225,2.28832022639589,4.21925404170714,3.4984756376743,3.63297276483313,4.13788360139508,1.82685446492136,3.18300648346175,3.64924736579876
TraesCS7D02G022700,1.62057433964247,1.48309771063331,0.879746779799481,0.895272207645978,0.311659861299569,0.573086896500291,0.856100978816346,0.40658266220087,0.0434576270617354,0.149390345588397,0.263169397048727,0.132031754510226,0.0665918461671604,0.128940073591556
TraesCS7D02G022800,1.40779602599867,1.70064815664579,2.40734878314452,2.17762909777379,0.259909936452359,0.162930005097219,0,0.211919481415196,0,0.15573081446296,0,0.137635484969706,0.138836313676879,0.268825172044942
TraesCS7D02G104600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G082900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G280200,0,0.0673260958134445,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G449600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCS7D02G449000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCSU02G149300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TraesCSU02G213700,0,0,0,0,0,0,0,0,0,0,0,0,0,0
