leaf_c,leaf_stress,root_c,root_stress
TraesCS6B02G054800,0.816415662146558,0.539336068123275,0.166674035663012,0.14794598319001
TraesCS6B02G298700,4.01202515797314,5.70800562286289,0.399925608850909,0.383534947149381
TraesCS6B02G360400,0.198194028839264,0.780403306583747,12.2838801835746,1.09235627062903
TraesCS6B02G360500,0,0,0,0.0503937656321912
TraesCS6B02G360600,0,0,7.3093987286657,1.13336837068321
TraesCS6B02G360700,0,0,0.0378301368176728,0
TraesCS6B02G360800,0,0.230395390144547,14.1329542445861,10.1949766751344
TraesCS6B02G360900,0,0,18.4699751412819,10.505162544958
TraesCS7B02G007400,0,0,0,0
TraesCS7B02G007600,0,0,0,0
TraesCS7B02G073900,54.4562494237524,23.9076441125032,59.9078528284428,35.446104735194
TraesCS7B02G116100,0.468413929689849,0.403948647956281,0.297148290676014,0.28827256908435
TraesCS7B02G201300,0,0,0,0
TraesCS7B02G309300,5.10227594323925,3.82337751222292,3.24346242337947,2.75063615811807
TraesCS7B02G379000,0,0,0,0
TraesCS7B02G379300,0,0,0,0
TraesCS7B02G393200,0,0,0,0
TraesCS7B02G388500,0,0,0,0
TraesCS1D02G019300,0,0,0,0
TraesCS1D02G104500,2.23536063289683,4.15722538278649,2.3241682713207,1.30757225244598
TraesCS1D02G161800,16.6191949930775,15.8384210023112,2.18812070811067,2.51669564070433
TraesCS1D02G256100,0,0,1.34245908354215,0.160933367322622
TraesCS1D02G309800,0,0,5.51461011096641,3.81266665367027
TraesCS2D02G225400,0.148959037049462,0.3896365685495,30.0755544765777,17.9068555109327
TraesCS2D02G225500,3.39195960250082,3.48655393811336,2.52920953664254,0.936863985899011
TraesCS2D02G271000_M,0,0,0.045552567847637,0
TraesCS2D02G298200,0,0,0,0
TraesCS2D02G506100,0,0,0,0
TraesCS2D02G518100,0.46635903667673,0.43459798058717,1.72002067572648,1.1644267430267
TraesCS2D02G586500,0.259210095663252,0.189457219085026,2.49984459200552,1.59023928237275
TraesCS2D02G601700,0,0,2.5654152587106,5.27125433482451
TraesCS2D02G601600,0,0,1.07128808667704,1.16717467680067
TraesCS2D02G548200,0,0.0412664734539423,0,0
TraesCS3D02G003600,0.171024083912674,0,40.1979046717385,39.464978626148
TraesCS3D02G027300,22.0881201629769,28.3992626428857,2.26614563857869,1.74731651644077
TraesCS3D02G199100,0,0,0,0
TraesCS3D02G303400,7.50015074888309,3.18502143171517,0.20578093440741,0.619884101043701
TraesCS3D02G325400,0,0.0863599471044017,96.6387822676413,71.3401915035091
TraesCS3D02G328900,0,0.0969838522267992,0.181888152720718,0.0615588514309402
TraesCS3D02G333300,0,0,0,0
TraesCS4D02G262600,0,0,0,0
TraesCS4D02G040300,4.70532061739954,13.2603608032366,0.42018834751778,0.860038340894137
TraesCS4D02G015400_M,0,0,0,0
TraesCS4D02G313000,0.586050781467437,0.161603913411174,1.88824562820247,1.72911663222541
TraesCS5D02G021800,0.304910840682412,0.119187841289353,12.6918398408401,14.8920475137398
TraesCS5D02G071500,0,0,0,0
TraesCS5D02G228400,0.162425431219441,0.449200453617905,3.72394744433632,3.80826043435186
TraesCS5D02G228500,0.515318755645047,1.59055206076992,51.0446018140029,66.7400763839757
TraesCS5D02G496600,0.337873272959235,0.157829094260144,5.78730286046873,4.28846294452415
TraesCS6D02G009800,0.441174304989582,0.509161658603686,2.02134262178975,1.20823106291573
TraesCS6D02G012400,0.225505932989193,0,3.76765040871053,3.03774382837962
TraesCS6D02G045700,0.14730780441801,0.501122157918892,2.53021686512206,4.02232252028113
TraesCS6D02G251700,7.79279907062747,6.85419658305024,0.889903022366594,0.755468850331964
TraesCS6D02G308500,0.194009509996208,0.350650548157764,6.09831121772707,0.220018771341236
TraesCS6D02G308600,0,0,0,0
TraesCS6D02G308700,0.0561326051654786,0,19.9339294580127,5.01696170939308
TraesCS6D02G308800,0,0,0.549659717092233,0.0419643382146325
TraesCS6D02G308900,0,0,3.2038774217539,1.13969856548196
TraesCS6D02G309000,0,0,61.0559810261124,30.170169904757
TraesCS7D02G104700,0,0,0,0
TraesCS7D02G104900,0,0,0,0
TraesCS7D02G170200,63.0172257254991,31.8394631791726,92.6465532226221,57.2436664641505
TraesCS7D02G211200,1.76299384426339,1.88904734993482,0.254529784178717,0.238499996125911
TraesCS7D02G296100,0,0,0,0
TraesCS7D02G403100,13.4164533670023,12.0193568207103,4.93841463044399,3.57534748291229
TraesCS7D02G464900,0,0,0,0
TraesCS7D02G465000,0,0,0,0
TraesCS7D02G476400,0,0,0,0
TraesCS7D02G472200,0,0,0,0
TraesCS1A02G019800,0,0,0.095982815374059,0
TraesCS1A02G020200,0,0,0,0
TraesCS2A02G705800_M,0.597788352559064,0.607976585731031,0.560375993201235,0.523822866913614
TraesCS3A02G070300,0,0,0,0
TraesCS3A02G301300,0,0,0,0
TraesCS3A02G514400,0,0,0,0
TraesCS4A02G386700,0,0,0,0
TraesCS4A02G464100,0.464374983344676,0.0519780618925996,0.209324573919785,0.076988173324854
TraesCS4A02G464200,0.742982192688761,0.187912384309301,0.842335717001094,0.299239095485312
TraesCS4A02G472400,12.8112490166408,5.78708980930197,7.19699370905293,9.88025894232212
TraesCS5A02G483000,0.0601651783829673,0.114817874208952,2.20551507187061,1.93075642246059
TraesCS5A02G520400,0,0,0,0
TraesCS5A02G520500,0,0,0,0
TraesCS6A02G008700,2.59098196604456,2.7346872588046,4.05673449282741,4.30077112093754
TraesCS6A02G038300,0,0,0,0
TraesCS6A02G106600,0,0,0,0
TraesCS6A02G320900,0,0,0,0
TraesCS7A02G020400,2.56218070536253,2.89048693593788,3.80208883647244,4.62104873044786
TraesCS7A02G024800,3.38358008994725,2.66121502165296,2.27194653670318,1.7095070350951
TraesCS7A02G024900,1.9094724554154,1.83499818606622,0.813221202376301,0.611363246866685
TraesCS7A02G087800,0,0,0,0
TraesCS7A02G281700,0,0,0.166309846764486,0
TraesCS7A02G461400,0,0,0,0
TraesCS1B02G049500,0,0,0,0.0748671290858223
TraesCS1B02G041700,0,0,0,0
TraesCS2B02G301500,0,0,0,0
TraesCS3B02G009500,0,0,0,0.0454961784444613
TraesCS3B02G084400,0,0,0,0
TraesCS3B02G011600,0,0,5.82851877010389,5.35427620571895
TraesCS4B02G086600,0,0,0,0
TraesCS4B02G351700,0,0,0,0
TraesCS4B02G351800,0,0,0,0
TraesCS6B02G015700,0.0534123886296292,0,0.512959541361115,0.726709208185089
TraesCS6B02G654200_M,0.147404146997747,0.0476673413658859,0,0.0657596823821186
TraesCS7B02G007300,0,0,0.279777696137322,0.802228133883051
TraesCS7B02G120500,0.453935431649579,0.213606545948672,0.167292384118462,0.216686238060444
TraesCS7B02G379400,0,0,0,0
TraesCS7B02G611500_M,0,0,0,0
TraesCS2D02G548100,0,0,0,0
TraesCS2D02G555400,5.21715089278993,3.87506420948185,0.601837804611493,0.480592574774912
TraesCS2D02G667500_M,0,0,0.186222741406937,0
TraesCS2D02G740900_M,0,0,1.8864508676022,3.78353768276044
TraesCS3D02G488300,0,0,0.0127582272206003,0
TraesCS4D02G164600,14.1157113229007,15.6958134043272,11.7997475664836,9.29823577604311
TraesCS4D02G346500,0,0,0,0
TraesCS5D02G032500,1.46743072735967,1.87385361674606,4.51838058964132,3.48347919362659
TraesCS5D02G482100,0.262717332976719,0.148885072284749,5.2578685149808,1.58228057136251
TraesCS6D02G009900,1.41527954184545,1.45720027133637,1.32275962130767,1.84657340336521
TraesCS6D02G044200,0,0,0,0
TraesCS7D02G104500,0,0,0,0
TraesCS7D02G016700,11.4686452793172,7.39844530537646,8.1704038225508,7.83127624901056
TraesCS7D02G022700,3.94261769588453,2.73827464862823,0.825245244722692,0.104862879437579
TraesCS7D02G022800,0.686515887098453,0.0542690729325686,0.159737804030028,0.0374335645429112
TraesCS7D02G104600,0,0,0,0
TraesCS7D02G082900,0,0,0,0
TraesCS7D02G280200,0,0,0.314477314282532,0
TraesCS7D02G449600,0,0,0,0
TraesCS7D02G449000,0,0,0,0
TraesCSU02G149300,25.1122996513522,14.0080767808339,4.01946085978232,3.43213255050748
TraesCSU02G213700,0,0,0,0
