Root.Ctrl,Root.Stress,Shoot.Ctrl,Shoot.Stress
TraesCS7A02G300400,0,0,0,0
TraesCS7A02G409900,17.8099287329798,21.705680893855,8.68594210444212,13.6670818182337
TraesCS7A02G477400,0,0,0,0
TraesCS7A02G477500,2.32465386651399,2.42963047637564,0,0
TraesCS7A02G490000,0,0,0,0
TraesCS7A02G526900,0,0,0,0
TraesCS1B02G023900,0,0,0,0
TraesCS1B02G128000,4.66016246257788,3.27034369334594,0.24773908281725,0
TraesCS1B02G181600,0.686954435799109,0.620541275452217,7.47946965720751,4.54970287960229
TraesCS1B02G267300,4.45761295844149,1.13963576227361,0,0
TraesCS1B02G321500,0.899989234666599,0.832950327460539,0,0
TraesCS2B02G245100,77.5596128969334,86.1109843124978,1.67037125876578,3.25526832070215
TraesCS2B02G245300,0.742252944595594,1.03575597784075,1.09930459163836,0.673980422883983
TraesCS2B02G255800,0,0,0,0
TraesCS2B02G316600,0,0,0,0
TraesCS2B02G533700,0,0,0.301991790689279,0.142135878674795
TraesCS2B02G545100,21.1772304439946,22.9898584617104,25.5699615515541,17.8333615659608
TraesCS2B02G611600,0.852550199526985,1.10162194665923,0.0986544217346366,0.310633633707289
TraesCS2B02G598400,9.92440539191706,9.03503123386866,0,0
TraesCS2B02G598500,12.2478938226262,12.6521729331825,0.161427119550971,0
TraesCS2B02G855500_M,0.123293481601798,0,0.100196336510349,0
TraesCS3B02G006900,15.8839254841861,13.5335154921584,0.229960160403306,0.16510277371693
TraesCS3B02G026700,4.78306218198903,4.74167573917724,94.4643020432923,116.502002927241
TraesCS3B02G227600,0,0,0,0
TraesCS3B02G338000,1.38611366127884,1.19510123273357,1.33361827216066,0.944420985531924
TraesCS3B02G362000,0.598914648007999,1.75566053537681,0,0.359792779949598
TraesCS3B02G366800,0.14351311001585,0.133213342890022,0.595479470960579,0.335875084892574
TraesCS3B02G371400,0,0,0,0
TraesCS4B02G262500,0,0,0,0
TraesCS4B02G043000,1.02802607383426,0.820341312121001,8.65496742641543,7.66592865098893
TraesCS4B02G028400,0,0,0,0
TraesCS4B02G316400,6.44459187540287,7.50864525666622,0.474603608355983,0.450993093404482
TraesCS5B02G014100,4.46189897872122,2.86374687155646,0,0
TraesCS5B02G067300,0,0,0,0
TraesCS5B02G219500,2.25903497236941,4.11427864929429,5.86947390891573,5.19003105673435
TraesCS5B02G219600,43.7167966954337,39.5975216919467,10.6731086115623,6.69645840623597
TraesCS5B02G496200,2.33668961212862,3.27518829532618,0.250276743076581,0.0898446591929517
TraesCS6B02G015400,0.921293471096251,0.488135838222183,0.466270754896872,0.66955818069955
TraesCS6B02G014700,0.405556180701514,0.531804995201511,0,0
TraesCS6B02G054800,0.156738609944355,0.470684918961377,0,0
TraesCS6B02G298700,0.393057844074098,0.540904212488738,22.5854605872164,21.2515827627965
TraesCS6B02G360400,0.619269917090623,0.545039979908233,0.255511289337007,0.104790373297496
TraesCS6B02G360500,0,0,0,0
TraesCS6B02G360600,8.16591176143463,2.75573821063903,0,0
TraesCS6B02G360700,0,0.157129721040772,0,0
TraesCS6B02G360800,9.14831402656506,7.26019306454294,0,0.102775173811005
TraesCS6B02G360900,14.5469505429555,7.51161902664055,0.0858268430076862,0
TraesCS7B02G007400,0,0,0,0
TraesCS7B02G007600,0,0,0,0
TraesCS7B02G073900,59.7768479712423,36.3727282968034,21.8344318240408,18.1931198306601
TraesCS7B02G116100,0.350226765626602,0.432232621856382,1.03642866843264,0.894660592537795
TraesCS7B02G201300,0,0,0,0
TraesCS7B02G309300,7.02283240948298,8.09721660633732,4.66340323480989,7.56771600547219
TraesCS7B02G379000,0,0,0,0
TraesCS7B02G379300,0,0,0,0
TraesCS7B02G393200,0,0,0,0
TraesCS7B02G388500,0,0,0,0
TraesCS1D02G019300,0,0,0,0
TraesCS1D02G104500,2.45340769877329,2.13499800543672,0.658842388312362,0.600750673295764
TraesCS1D02G161800,2.65464859157478,2.09185128322201,15.2828946799542,9.3502279623415
TraesCS1D02G256100,0,0.113799036574235,0,0
TraesCS1D02G309800,0.383040984976372,0.279054020730001,0,0
TraesCS2D02G225400,43.4271924782936,91.541736816853,1.95066762150982,1.15301662265856
TraesCS2D02G225500,0.671962444682863,1.10600817161636,1.42601248688358,0.72961473889424
TraesCS2D02G271000_M,0,0,0.150233434648439,0
TraesCS2D02G298200,0,0,0,0
TraesCS2D02G506100,0.297128783989494,0,0.0855373241016183,0.0534211487093227
TraesCS2D02G518100,11.8815474252274,16.4454228879802,10.1589868347425,8.7006553110544
TraesCS2D02G586500,0.912900905183997,0.916886573010177,0,0.261689766654992
TraesCS2D02G601700,6.31777735514015,7.98571108601358,0,0
TraesCS2D02G601600,2.97469687072849,1.13766929153467,0,0
TraesCS2D02G548200,0,0,0.586310552191031,0.431324945616811
TraesCS3D02G003600,8.75362751207796,4.85210435667694,0.286626464955116,0.490822466849137
TraesCS3D02G027300,1.85986569863956,1.236071040267,28.9293596812624,33.8145198242136
TraesCS3D02G199100,0,0,0,0
TraesCS3D02G303400,0.426105218444785,0.399335888617805,3.3460029711179,1.99224743573525
TraesCS3D02G325400,26.2630145773058,26.0800089277181,0.555828239392616,0.381181086561286
TraesCS3D02G328900,0,0.116373332810777,0.492198475009511,0.258729869094689
TraesCS3D02G333300,0,0,0,0
TraesCS4D02G262600,0,0,0,0
TraesCS4D02G040300,0.715388153182354,0.233063478576254,17.8258796070957,11.221123539093
TraesCS4D02G015400_M,0,0,0,0
TraesCS4D02G313000,9.30743142874731,9.02151602181187,1.22568050358188,0.333333291357604
TraesCS5D02G021800,3.75028649277317,5.23019701093318,0.414450091715597,0.521181217366513
TraesCS5D02G071500,0,0,0,0
TraesCS5D02G228400,3.32060715863171,4.14269558020952,19.3686692328712,4.32077159020084
TraesCS5D02G228500,53.898551802693,51.9987060533599,3.98001799418928,2.67707391857399
TraesCS5D02G496600,5.20407402031792,3.62715245379312,0.169974697742021,0
TraesCS6D02G009800,2.18266251158082,1.67814084943084,0.134897264556805,0.0484255892544481
TraesCS6D02G012400,4.13202637024844,3.05404144163184,0,0.116096503363627
TraesCS6D02G045700,8.30360640224807,4.29271504993034,1.72820270495378,1.51447483774612
TraesCS6D02G251700,0.993963402297449,1.28483855389904,31.7894993926345,41.5554822608792
TraesCS6D02G308500,1.46036254792675,1.3555481767872,0.111593741283965,0
TraesCS6D02G308600,0,0.283076481978092,0,0
TraesCS6D02G308700,34.6603095560468,23.7968280653244,0,0
TraesCS6D02G308800,0,0,0,0
TraesCS6D02G308900,3.0889293451249,2.77894142207391,0,0
TraesCS6D02G309000,78.7753261449166,48.5820726120018,0.15947945380763,0
TraesCS7D02G104700,0,0,0,0
TraesCS7D02G104900,0,0,0,0
TraesCS7D02G170200,83.6375767427377,66.6948238548397,30.4315737384326,24.3871017188082
TraesCS7D02G211200,1.40151819987561,0.767120455309739,3.38573567554924,2.58155069696426
TraesCS7D02G296100,0,0,0,0
TraesCS7D02G403100,8.33412599443106,11.5743290331705,10.4079539835359,18.941015109767
TraesCS7D02G464900,0,0,0,0
TraesCS7D02G465000,0,0,0,0
TraesCS7D02G476400,0,0,0,0
TraesCS7D02G472200,0,0,0,0
TraesCS1A02G019800,0,0,0,0
TraesCS1A02G020200,0,0,0,0
TraesCS2A02G705800_M,0.135206124007636,0,0.331660115242127,0.804780541237932
TraesCS3A02G070300,0,0,0,0
TraesCS3A02G301300,0,0,0,0
TraesCS3A02G514400,0,0,0,0
TraesCS4A02G386700,0,0,0,0
TraesCS4A02G464100,0,0.133927350087748,3.29811373219517,1.83546260007249
TraesCS4A02G464200,0.126669086598494,0,1.17941533999553,2.01130144852429
TraesCS4A02G472400,4.85429385151091,8.91362311143411,7.02759682837768,4.93644296063121
TraesCS5A02G483000,1.39195206594331,2.62066455661205,0.142268366742934,0
TraesCS5A02G520400,0,0,0,0
TraesCS5A02G520500,0,0,0,0
TraesCS6A02G008700,4.92585566547412,8.14062222470526,3.16050909996367,2.91739321682874
TraesCS6A02G038300,0,0,0,0
TraesCS6A02G106600,0,0,0,0
TraesCS6A02G320900,0,0,0,0
TraesCS7A02G020400,4.33872957259541,5.88672892580755,4.83951137347165,3.70633840789042
TraesCS7A02G024800,5.10257712849439,1.60633763480899,6.92360798765612,6.82929708950653
TraesCS7A02G024900,0.97555659521767,0.583693001818932,1.9246005186001,1.83534632295721
TraesCS7A02G087800,0,0,0,0
TraesCS7A02G281700,0,0,0,0
TraesCS7A02G461400,0,0,0,0
TraesCS1B02G049500,0.152303712566927,0.296672665539337,0,0
TraesCS1B02G041700,0,0,0,0
TraesCS2B02G301500,0,0,0,0
TraesCS3B02G009500,0,0,0,0
TraesCS3B02G084400,0,0,0,0
TraesCS3B02G011600,17.0451614013527,13.0078942366459,0,0.301371498239583
TraesCS4B02G086600,0,0,0,0
TraesCS4B02G351700,0.15026532173111,0,0,0
TraesCS4B02G351800,0,0,0,0
TraesCS6B02G015700,1.96462091977324,1.76067461920829,0,0
TraesCS6B02G654200_M,0,0,0.511356798803951,0.477123249853128
TraesCS7B02G007300,2.91270866019221,3.78840034395732,0.0656499693012121,0
TraesCS7B02G120500,0.857754023735567,2.0454607207451,1.3366574564733,0.806016052776059
TraesCS7B02G379400,0,0,0,0
TraesCS7B02G611500_M,0,0,0,0
TraesCS2D02G548100,0,0,0.3125824688653,0.399967567842353
TraesCS2D02G555400,2.04635352489838,3.705909794156,4.81239988663047,5.4818378328335
TraesCS2D02G667500_M,0.217088379551626,0.100754100930068,0.387729368916385,0.286329073260285
TraesCS2D02G740900_M,4.14761096956185,5.58812646359945,0,0
TraesCS3D02G488300,0,0,0,0
TraesCS4D02G164600,13.7823727079287,15.6628883048847,7.92784510869108,10.6579597813688
TraesCS4D02G346500,0,0,0,0
TraesCS5D02G032500,6.37336280276281,7.01950368109382,2.4007940976132,3.65743463130836
TraesCS5D02G482100,5.85229221539983,7.29948013348408,0.115836740258306,0
TraesCS6D02G009900,1.61619202950518,1.09995146064201,1.0822033001248,0.679448306811859
TraesCS6D02G044200,0,0,0,0
TraesCS7D02G104500,0,0,0,0
TraesCS7D02G016700,7.00370436691572,8.87512585407014,8.53658410383951,8.2588830597894
TraesCS7D02G022700,0.276843368651576,0.156905250010714,2.50575709382664,2.03590522028692
TraesCS7D02G022800,0.14030730711155,0.260475233379894,0.631064186199317,0.608879980245861
TraesCS7D02G104600,0,0,0,0
TraesCS7D02G082900,0,0,0,0
TraesCS7D02G280200,0,0,0,0.241764236955182
TraesCS7D02G449600,0,0,0,0
TraesCS7D02G449000,0,0,0,0
TraesCSU02G149300,7.59204550606019,11.4686213441631,20.7723987063181,17.2805795016116
TraesCSU02G213700,0,0,0,0
